OTU representative sequence,Seq no.,Kingdom,Phylum,Class,Subclass/Order,Family,Genus/Species,source ID,ML0100,ML0101,ML0102,ML0103,ML0104,ML0105,ML0106,ML0107,ML0108,ML0109,ML0110,ML0111,ML0112,ML0113,ML0114,ML0115,ML0116,ML0117,ML0127,ML0128,ML0129,ML0130,ML0131,ML0132,ML0133,ML0134,ML0135,ML0118,ML0119,ML0120,ML0121,ML0122,ML0123,ML0124,ML0125,ML0126,ML0136,ML0137,ML0138,ML0139,ML0140,ML0141,ML0142,ML0143,ML0144,ML0145,ML0146,ML0147,ML0148,ML0149,ML0150,ML0151,ML0152,ML0153
CVN8E:1300:2286,575,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Trypanosyllis zebra,NCBI/BOLD,2,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:1017:2087,576,Animalia,Annelida,,,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BN63R:1030:1096,577,Animalia,Arthropoda,Arachnida,,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0
BN63R:467:859,578,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Bowerbankia tertia,NCBI/BOLD,7,62,3,137,18,0,1,2,0,2,13,5,2,2,6,20,9,18,0,2,0,2,0,0,2,1,0,5,10,10,6,1,2,13,9,8,48,22,270,5,11,11,87,23,22,0,2,1,0,1,0,5,21,17
AJL8W:1700:2384,579,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVN8E:500:1832,580,Animalia,Arthropoda,,,,,SAP,12,2,7,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CVN8E:1303:1221,581,Animalia,Arthropoda,Branchiopoda,Diplostraca,Sididae,Penilia avirostris,NCBI/BOLD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVN8E:1379:2703,582,Animalia,Annelida,Polychaeta,Phyllodocida,,,SAP/500?m/2mm,7,10,2,11,4,10,6,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,10,3,4,1,5,2,3,0,1,2,8,0,0,0,0,0,0,1,0,0
AJL8W:1638:1381,583,Animalia,Arthropoda,,,,,SAP,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BN63R:716:2407,584,Plantae,Rhodophyta,Florideophyceae,,,,SAP,0,0,0,0,0,0,0,0,0,1,0,0,1,14,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
CVN8E:879:498,585,Animalia,Annelida,Polychaeta,,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,118,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:1521:2289,586,Animalia,Arthropoda,Maxillopoda,Calanoida,,,SAP,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,8,0,1,2,8,2,4,3,5,9,5,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:1594:2179,587,Animalia,Arthropoda,,,,,SAP,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:511:469,588,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,,,SAP,0,0,1,2,0,0,0,0,1,40,43,12,17,26,15,10,30,16,1,1,1,0,0,0,4,0,1,3,4,3,1,1,5,1,2,1,11,10,38,4,6,4,49,47,22,99,19,48,50,36,96,72,65,78
BN63R:1469:2627,589,Animalia,Arthropoda,,,,,SAP,3,111,16,224,27,45,11,4,2,0,0,0,0,0,0,0,1,22,2,8,1,31,10,8,11,13,9,0,0,0,0,0,0,0,0,0,1397,1449,207,2109,1113,617,263,513,586,0,0,0,0,0,0,0,5,0
AJL8W:965:913,590,Animalia,Arthropoda,Pycnogonida,Pantopoda,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVN8E:1897:1950,591,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0
CVN8E:704:2306,592,Animalia,Mollusca,Gastropoda,Nudibranchia,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BN63R:963:570,593,Animalia,Mollusca,Gastropoda,,,,SAP,0,0,0,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,3,4,0,1,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,3,0,0
BN63R:1078:626,594,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0
AJL8W:1113:958,595,Animalia,Arthropoda,,,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVN8E:17:2198,596,Animalia,Arthropoda,Malacostraca,Amphipoda,,,500?m,0,0,0,0,0,0,0,0,0,27,45,156,30,46,308,245,11,36,0,0,0,0,0,0,0,0,0,0,4,1,0,1,3,9,0,1,0,0,0,0,0,0,0,0,0,1,8,2,7,5,6,8,3,17
BN63R:842:27,597,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,,,SAP,0,0,0,0,0,0,0,0,0,9,0,0,108,90,477,142,24,137,0,0,0,0,0,0,0,0,0,6,0,0,4,3,9,17,8,18,0,0,0,0,0,0,0,0,0,1,0,0,5,4,20,6,4,14
CVN8E:88:637,598,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:67:569,599,Animalia,Echinodermata,Ophiuroidea,Ophiurida,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,10,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:1866:2287,600,Animalia,Arthropoda,Maxillopoda,,,,SAP,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,79,48,43,40,40,34,5,8,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BN63R:947:2503,601,Chromista,Ochrophyta,Dictyochophyceae,Florenciellales,,,SAP,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0
CVN8E:1396:1452,602,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:1417:2111,603,Animalia,Annelida,,,,,SAP,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:352:626,604,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,Podarke obscura,NCBI/BOLD,0,0,0,0,0,3,0,0,0,0,17,1,15,1047,0,3,0,63,206,0,0,0,0,0,42,37,0,56,59,7,2,0,167,48,10,0,0,0,1,0,0,0,11,0,0,15,0,0,0,2,1,0,4,0
AJL8W:1172:2055,605,Animalia,Arthropoda,Maxillopoda,,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:2047:1058,606,Chromista,Ochrophyta,Bacillariophyceae,Striatellales,,,SAP,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:1367:2942,607,Animalia,Nematoda,Chromadorea,Monhysterida,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BN63R:226:1718,608,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0
AJL8W:609:1181,609,Animalia,Arthropoda,,,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,2,12,5,0,1,0,0,88,10,0,0,2,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
AJL8W:1763:1098,610,Animalia,Mollusca,Gastropoda,Sacoglossa,Limapontiidae,Placida kingstoni,NCBI/BOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVN8E:708:2330,611,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:1546:885,612,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Bowerbankia maxima,NCBI/BOLD,0,0,0,0,0,0,0,0,0,0,0,1,5,0,7,10,1,6,0,0,0,0,0,0,0,0,0,1,1,4,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,1,2,3,2,0,0,0,2,1
AJL8W:1431:2766,613,Animalia,Annelida,Polychaeta,Phyllodocida,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,27,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVN8E:1389:1566,614,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:699:1853,615,Animalia,Arthropoda,,,,,SAP,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:1202:2561,616,Animalia,Annelida,Polychaeta,,,,SAP,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVN8E:498:1883,617,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:1003:1396,618,,,,,,,,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:1723:735,619,Animalia,Arthropoda,,,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,1,8,1,1,0,6,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0
BN63R:616:26,620,Animalia,Arthropoda,,,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
BN63R:1452:686,621,Animalia,Arthropoda,Maxillopoda,,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2,4,3,0,0,5,3,9,4
AJL8W:1945:2288,622,Animalia,Arthropoda,,,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:685:1251,623,Animalia,Arthropoda,Pycnogonida,Pantopoda,,,SAP,0,0,0,0,1,0,0,0,0,35,33,52,5,16,40,9,21,9,3,4,2,8,4,3,3,3,28,133,245,411,203,92,163,97,69,85,0,0,0,0,0,0,0,0,0,6,5,19,0,1,1,3,1,3
BN63R:727:2146,624,Animalia,Entoprocta,Solitaria,Solitaria,Loxosomatidae,Loxomitra mizugamaensis,NCBI/BOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,14,0
CVN8E:1153:2502,625,Animalia,Arthropoda,Malacostraca,Amphipoda,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,17
BN63R:1752:948,626,Animalia,Arthropoda,Maxillopoda,,,,SAP,0,7,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,20,58,80,18,24,6,22,6,0,1,0,6,0,11,0,14,6,4,80,133,29,7,21,9,13,0,3,2,11,5,6,8,1,0,7,1
AJL8W:1848:1283,627,Animalia,Arthropoda,Maxillopoda,,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
CVN8E:167:1979,628,Animalia,Arthropoda,,,,,SAP,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BN63R:1033:622,629,Chromista,Ochrophyta,Oomycota,,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:241:2540,630,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AJL8W:1833:1628,631,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,,,SAP,0,0,0,0,0,0,0,0,0,13,4,6,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,3,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
CVN8E:1374:2039,632,,,,,,,,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVN8E:1355:3092,633,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:2023:2524,634,Animalia,Annelida,,,,,SAP/500?m,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
AJL8W:1373:2981,635,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BN63R:885:1726,636,Animalia,Annelida,Polychaeta,Phyllodocida,,,SAP/500?m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AJL8W:1520:264,637,Animalia,Arthropoda,Maxillopoda,Harpacticoida,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:420:1107,638,,,,,,,,8,15,14,3,1,6,3,8,0,54,91,34,21,91,111,421,294,336,1,1,2,10,0,2,1,1,1,1,14,8,43,34,38,79,29,48,1,6,10,12,86,11,2,1,4,23,26,18,6,6,7,3,8,6
CVN8E:898:756,639,,,,,,,,1,0,2,1,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVN8E:45:1171,640,Animalia,Arthropoda,Maxillopoda,,,,SAP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:2025:2624,641,Animalia,Annelida,Polychaeta,,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVN8E:1277:1069,642,Animalia,Rotifera,Monogononta,Ploima,,,SAP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BN63R:324:2878,643,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AJL8W:649:1857,644,Animalia,Arthropoda,Maxillopoda,Calanoida,,,SAP,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,2,3,6,1,4,2,6,9,1,0,0,0,0,0,0,0,0,0,2,0,3,0,5,2,2,5,8
AJL8W:1143:2163,645,Animalia,Annelida,Polychaeta,Phyllodocida,,,SAP,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,4,12,0,0,0,0,0,0,0,0,0,22,0,1,0,4,11,4,6,14,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,13,3
AJL8W:1447:2437,646,Animalia,Annelida,Polychaeta,,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:216:648,647,Animalia,Arthropoda,Maxillopoda,Harpacticoida,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:751:1644,648,Animalia,Cnidaria,Hydrozoa,Hydrozoa,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,18,1,65,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,24,0,18,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,13,1,8,1,13,0
CVN8E:886:379,649,Animalia,Mollusca,Gastropoda,,,,SAP,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:1492:2422,650,Animalia,Arthropoda,Arachnida,,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:1673:2951,651,Animalia,Mollusca,Gastropoda,,,,SAP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BN63R:766:1231,652,Animalia,Mollusca,Gastropoda,,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVN8E:1613:2243,653,Animalia,Nematoda,Chromadorea,Chromadorida,,,SAP,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVN8E:820:1588,654,Animalia,Arthropoda,,,,,SAP,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:1387:2310,655,Animalia,Arthropoda,,,,,SAP,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:1932:1287,656,Animalia,Arthropoda,,,,,SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BN63R:865:794,657,Animalia,Entoprocta,,Coloniales,,,SAP,0,0,0,0,0,0,0,0,0,4,4,1,7,5,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,2,2,0,3,2,0,0,0,0,0,0,0,0,0,8,2,1,5,10,20,1,2,2
CVN8E:1721:2121,658,Plantae,Rhodophyta,Florideophyceae,Ceramiales,,,SAP,41,5,19,8,7,17,3,202,2,243,59,109,123,200,129,40,60,40,4,3,14,56,10,8,14,17,2,5,6,5,2,6,12,8,11,10,1,2,0,0,0,0,1,1,0,79,9,30,4,41,19,42,45,23
AJL8W:846:2171,659,,,,,,,,0,0,0,0,0,0,0,0,0,12,8,3,10,0,0,3,3,0,0,0,0,0,0,0,0,0,0,41,70,6,3,1,0,21,15,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,5,0
CVN8E:672:1509,660,Animalia,Arthropoda,,,,,SAP,0,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:1305:2525,661,,,,,,,,0,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVN8E:1849:2325,662,Animalia,Mollusca,Gastropoda,Nudibranchia,,,SAP,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVN8E:478:1544,663,Animalia,Arthropoda,Malacostraca,Amphipoda,,,SAP-2mm,0,0,0,0,0,0,9,0,0,7,0,6,0,0,6,4,3,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVN8E:1699:2657,664,Plantae,Rhodophyta,Florideophyceae,,,,SAP,30,14,33,18,8,1,0,1,0,1352,60,152,202,556,214,215,35,80,1,0,3,4,1,2,0,11,1,24,4,15,6,47,25,9,3,5,0,0,0,1,0,0,0,0,0,2,2,3,3,40,7,2,3,5
CVN8E:1085:2564,665,,,,,,,,0,0,0,0,0,0,0,0,0,3,1,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVN8E:2075:1147,666,,,,,,,,1,0,3,2,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJL8W:1067:1506,667,Animalia,Mollusca,Gastropoda,Nudibranchia,Eubranchidae,Eubranchus exiguus,NCBI/BOLD,47,0,0,1,3,140,7,42,0,2,4,4,1,19,32,7,1,0,25,0,0,83,9,9,6,57,0,0,0,0,0,1,1,0,0,1,3,2,0,28,0,2,3,0,0,3,0,0,0,0,0,0,0,0
